🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w87.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_87.world <<<<<<<<<<<<<<<<<<
[WARN] [1749866519.115713, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1749866533.498171, 0.000000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:38793]
Time: 0.02 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.22 (m)
Time: 44.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 44.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.15 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.45 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 45.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.72 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 46.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 47.99 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.20 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.31 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.42 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.52 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.63 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.74 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 48.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.06 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.80 (s), x: -2.60 (m), y: 4.10 (m)
Time: 49.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.21 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.32 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 50.96 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.18 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.72 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 51.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.15 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.36 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.67 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 52.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.18 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.82 (s), x: -2.60 (m), y: 4.10 (m)
Time: 53.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 54.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.20 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.52 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 55.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 56.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 57.96 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.18 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.29 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.39 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.72 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 58.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.15 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.68 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 59.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.00 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.21 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.31 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.52 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 60.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.70 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.80 (s), x: -2.60 (m), y: 4.10 (m)
Time: 61.91 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.02 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.45 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.67 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 62.99 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.20 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.31 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.42 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.53 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.63 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 63.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.06 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.38 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.49 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 64.92 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.67 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 65.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.40 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.72 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.83 (s), x: -2.60 (m), y: 4.10 (m)
Time: 66.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 67.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.00 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.10 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.21 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.31 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.42 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.53 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.63 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.74 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 68.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.26 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.58 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.68 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 69.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.00 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.85 (s), x: -2.60 (m), y: 4.10 (m)
Time: 70.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.06 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.37 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.48 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.69 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.80 (s), x: -2.60 (m), y: 4.10 (m)
Time: 71.91 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.12 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.55 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.66 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.86 (s), x: -2.60 (m), y: 4.10 (m)
Time: 72.97 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.39 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.82 (s), x: -2.60 (m), y: 4.10 (m)
Time: 73.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.36 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.57 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.68 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 74.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.00 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.43 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.54 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.85 (s), x: -2.60 (m), y: 4.10 (m)
Time: 75.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.06 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.38 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.49 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 76.92 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.13 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.24 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.67 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.78 (s), x: -2.60 (m), y: 4.10 (m)
Time: 77.89 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.00 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.10 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.21 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.32 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.42 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.53 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.85 (s), x: -2.60 (m), y: 4.10 (m)
Time: 78.96 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.39 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.61 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.82 (s), x: -2.60 (m), y: 4.10 (m)
Time: 79.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.36 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.56 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.67 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.77 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 80.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.09 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.20 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.31 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.52 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 81.94 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.04 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.35 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.46 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.57 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.68 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.78 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.88 (s), x: -2.60 (m), y: 4.10 (m)
Time: 82.99 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.10 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.20 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.31 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.42 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.53 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.64 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.75 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.85 (s), x: -2.60 (m), y: 4.10 (m)
Time: 83.96 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.07 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.17 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.28 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.39 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.50 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.60 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.71 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.82 (s), x: -2.60 (m), y: 4.10 (m)
Time: 84.93 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.14 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.25 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.36 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.47 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.57 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.68 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.79 (s), x: -2.60 (m), y: 4.10 (m)
Time: 85.90 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.01 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.11 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.22 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.33 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.44 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.55 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.65 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.76 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.87 (s), x: -2.60 (m), y: 4.10 (m)
Time: 86.98 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.08 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.19 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.30 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.41 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.51 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.62 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.73 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.84 (s), x: -2.60 (m), y: 4.10 (m)
Time: 87.95 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.05 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.16 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.27 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.38 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.49 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.59 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.70 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.81 (s), x: -2.60 (m), y: 4.10 (m)
Time: 88.92 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.03 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.13 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.23 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.34 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.45 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.55 (s), x: -2.60 (m), y: 4.10 (m)
Time: 89.66 (s), x: -2.60 (m), y: 4.10 (m)
