🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w300.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with DynaBARN/world_0.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: 10.95 (m), y: 0.09 (m)
Time: 0.12 (s), x: 10.93 (m), y: 0.10 (m)
Time: 0.22 (s), x: 10.92 (m), y: 0.11 (m)
Time: 44.92 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.02 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.12 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.23 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.33 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.43 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.54 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.64 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.75 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.85 (s), x: 11.00 (m), y: 0.03 (m)
Time: 45.96 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.06 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.16 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.27 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.37 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.48 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.58 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.68 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.79 (s), x: 11.00 (m), y: 0.03 (m)
Time: 46.89 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.00 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.10 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.31 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.41 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.52 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.73 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.84 (s), x: 11.00 (m), y: 0.03 (m)
Time: 47.94 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.05 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.15 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.36 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.47 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.57 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.68 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.79 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.89 (s), x: 11.00 (m), y: 0.03 (m)
Time: 48.99 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.10 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.31 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.41 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.52 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.62 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.72 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.83 (s), x: 11.00 (m), y: 0.03 (m)
Time: 49.93 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.04 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.14 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.24 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.35 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.45 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.55 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.66 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.76 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.87 (s), x: 11.00 (m), y: 0.03 (m)
Time: 50.97 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.07 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.18 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.28 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.49 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.59 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.70 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.80 (s), x: 11.00 (m), y: 0.03 (m)
Time: 51.90 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.01 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.12 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.22 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.33 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.43 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.54 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.64 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.75 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.85 (s), x: 11.00 (m), y: 0.03 (m)
Time: 52.96 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.06 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.17 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.27 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.37 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.48 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.58 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.69 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.79 (s), x: 11.00 (m), y: 0.03 (m)
Time: 53.89 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.00 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.10 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.21 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.31 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.42 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.52 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.73 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.83 (s), x: 11.00 (m), y: 0.03 (m)
Time: 54.94 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.04 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.15 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.25 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.35 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.46 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.56 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.66 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.77 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.87 (s), x: 11.00 (m), y: 0.03 (m)
Time: 55.98 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.08 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.18 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.29 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.39 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.50 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.60 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.70 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.81 (s), x: 11.00 (m), y: 0.03 (m)
Time: 56.91 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.02 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.12 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.23 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.33 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.43 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.54 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.64 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.74 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.85 (s), x: 11.00 (m), y: 0.03 (m)
Time: 57.95 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.06 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.16 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.37 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.47 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.58 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.68 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.79 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.89 (s), x: 11.00 (m), y: 0.03 (m)
Time: 58.99 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.10 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.30 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.41 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.51 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.61 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.72 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.82 (s), x: 11.00 (m), y: 0.03 (m)
Time: 59.93 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.03 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.13 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.24 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.45 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.55 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.65 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.76 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.86 (s), x: 11.00 (m), y: 0.03 (m)
Time: 60.97 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.07 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.17 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.28 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.48 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.59 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.69 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.79 (s), x: 11.00 (m), y: 0.03 (m)
Time: 61.90 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.00 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.11 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.21 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.32 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.43 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.53 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.74 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.85 (s), x: 11.00 (m), y: 0.03 (m)
Time: 62.95 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.05 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.16 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.37 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.47 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.57 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.68 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.78 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.88 (s), x: 11.00 (m), y: 0.03 (m)
Time: 63.99 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.09 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.30 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.41 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.51 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.62 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.72 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.82 (s), x: 11.00 (m), y: 0.03 (m)
Time: 64.93 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.03 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.14 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.24 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.45 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.55 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.66 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.76 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.86 (s), x: 11.00 (m), y: 0.03 (m)
Time: 65.97 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.07 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.17 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.28 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.49 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.59 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.70 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.80 (s), x: 11.00 (m), y: 0.03 (m)
Time: 66.90 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.01 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.11 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.22 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.32 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.42 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.53 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.74 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.84 (s), x: 11.00 (m), y: 0.03 (m)
Time: 67.94 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.05 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.15 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.36 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.47 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.57 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.68 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.78 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.88 (s), x: 11.00 (m), y: 0.03 (m)
Time: 68.99 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.09 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.30 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.40 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.51 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.61 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.72 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.82 (s), x: 11.00 (m), y: 0.03 (m)
Time: 69.92 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.03 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.13 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.23 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.44 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.55 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.65 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.76 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.86 (s), x: 11.00 (m), y: 0.03 (m)
Time: 70.96 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.07 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.17 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.28 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.48 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.59 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.69 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.80 (s), x: 11.00 (m), y: 0.03 (m)
Time: 71.90 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.00 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.11 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.21 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.32 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.42 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.53 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.74 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.84 (s), x: 11.00 (m), y: 0.03 (m)
Time: 72.94 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.05 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.15 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.36 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.46 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.57 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.67 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.78 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.88 (s), x: 11.00 (m), y: 0.03 (m)
Time: 73.98 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.09 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.19 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.29 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.40 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.50 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.61 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.71 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.82 (s), x: 11.00 (m), y: 0.03 (m)
Time: 74.92 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.02 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.13 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.23 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.44 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.54 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.65 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.75 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.86 (s), x: 11.00 (m), y: 0.03 (m)
Time: 75.96 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.06 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.17 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.27 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.48 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.58 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.69 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.79 (s), x: 11.00 (m), y: 0.03 (m)
Time: 76.90 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.00 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.11 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.21 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.32 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.42 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.53 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.63 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.73 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.84 (s), x: 11.00 (m), y: 0.03 (m)
Time: 77.94 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.05 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.15 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.36 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.46 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.57 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.67 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.78 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.88 (s), x: 11.00 (m), y: 0.03 (m)
Time: 78.98 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.09 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.19 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.30 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.40 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.51 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.61 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.71 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.82 (s), x: 11.00 (m), y: 0.03 (m)
Time: 79.92 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.02 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.13 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.23 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.44 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.54 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.65 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.75 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.86 (s), x: 11.00 (m), y: 0.03 (m)
Time: 80.96 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.07 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.17 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.28 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.38 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.49 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.59 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.70 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.80 (s), x: 11.00 (m), y: 0.03 (m)
Time: 81.90 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.01 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.11 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.22 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.33 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.43 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.54 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.65 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.75 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.86 (s), x: 11.00 (m), y: 0.03 (m)
Time: 82.96 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.07 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.18 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.28 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.39 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.50 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.60 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.71 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.81 (s), x: 11.00 (m), y: 0.03 (m)
Time: 83.92 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.02 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.13 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.24 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.34 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.45 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.56 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.66 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.77 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.87 (s), x: 11.00 (m), y: 0.03 (m)
Time: 84.98 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.09 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.20 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.30 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.41 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.52 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.62 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.73 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.84 (s), x: 11.00 (m), y: 0.03 (m)
Time: 85.94 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.05 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.16 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.26 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.37 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.48 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.58 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.69 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.80 (s), x: 11.00 (m), y: 0.03 (m)
Time: 86.90 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.01 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.12 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.23 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.33 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.44 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.55 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.66 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.76 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.87 (s), x: 11.00 (m), y: 0.03 (m)
Time: 87.98 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.08 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.19 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.30 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.40 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.51 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.61 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.72 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.83 (s), x: 11.00 (m), y: 0.03 (m)
Time: 88.93 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.04 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.14 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.25 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.35 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.46 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.57 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.67 (s), x: 11.00 (m), y: 0.03 (m)
Time: 89.78 (s), x: 11.00 (m), y: 0.03 (m)
