🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w195.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_195.world <<<<<<<<<<<<<<<<<<
[WARN] [1750040091.513122, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1750040113.867954, 0.000000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:46665]
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.11 (s), x: -1.99 (m), y: 3.13 (m)
Time: 0.21 (s), x: -1.99 (m), y: 3.14 (m)
Time: 42.57 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.67 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.77 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.87 (s), x: -2.00 (m), y: 3.14 (m)
Time: 42.97 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.07 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.17 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.27 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.38 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.48 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.58 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.68 (s), x: -2.00 (m), y: 3.14 (m)
Time: 43.78 (s), x: -2.00 (m), y: 3.15 (m)
Time: 43.88 (s), x: -2.00 (m), y: 3.15 (m)
Time: 43.98 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.08 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.18 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.28 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.38 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.48 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.58 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.68 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.78 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.88 (s), x: -2.00 (m), y: 3.15 (m)
Time: 44.98 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.09 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.19 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.29 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.39 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.49 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.59 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.69 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.79 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.89 (s), x: -2.00 (m), y: 3.15 (m)
Time: 45.99 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.09 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.19 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.29 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.39 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.49 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.59 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.70 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.80 (s), x: -2.00 (m), y: 3.15 (m)
Time: 46.90 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.00 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.10 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.20 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.30 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.40 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.50 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.60 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.70 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.80 (s), x: -2.00 (m), y: 3.15 (m)
Time: 47.90 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.01 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.21 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.31 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.41 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.51 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.61 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.71 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.81 (s), x: -2.00 (m), y: 3.15 (m)
Time: 48.91 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.01 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.21 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.31 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.41 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.52 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.62 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.72 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.82 (s), x: -2.00 (m), y: 3.15 (m)
Time: 49.92 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.02 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.12 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.22 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.32 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.42 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.52 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.62 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.72 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.82 (s), x: -2.00 (m), y: 3.15 (m)
Time: 50.92 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.02 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.13 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.23 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.33 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.43 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.53 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.63 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.73 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.83 (s), x: -2.00 (m), y: 3.15 (m)
Time: 51.93 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.03 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.13 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.23 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.34 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.44 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.54 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.64 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.74 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.84 (s), x: -2.00 (m), y: 3.15 (m)
Time: 52.94 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.04 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.14 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.24 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.34 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.44 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.54 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.64 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.74 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.85 (s), x: -2.00 (m), y: 3.15 (m)
Time: 53.95 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.05 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.15 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.25 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.35 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.45 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.55 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.65 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.76 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.86 (s), x: -2.00 (m), y: 3.15 (m)
Time: 54.96 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.06 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.16 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.26 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.36 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.46 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.56 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.66 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.77 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.87 (s), x: -2.00 (m), y: 3.15 (m)
Time: 55.97 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.07 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.17 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.27 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.37 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.47 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.57 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.67 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.77 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.88 (s), x: -2.00 (m), y: 3.15 (m)
Time: 56.98 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.08 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.18 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.28 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.38 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.48 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.58 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.68 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.78 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.89 (s), x: -2.00 (m), y: 3.15 (m)
Time: 57.99 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.09 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.19 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.29 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.39 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.49 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.59 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.69 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.79 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.89 (s), x: -2.00 (m), y: 3.15 (m)
Time: 58.99 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.09 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.19 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.30 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.40 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.50 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.60 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.70 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.80 (s), x: -2.00 (m), y: 3.15 (m)
Time: 59.90 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.00 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.10 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.20 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.30 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.40 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.50 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.60 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.70 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.80 (s), x: -2.00 (m), y: 3.15 (m)
Time: 60.91 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.01 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.21 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.31 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.41 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.51 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.61 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.71 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.81 (s), x: -2.00 (m), y: 3.15 (m)
Time: 61.91 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.01 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.21 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.31 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.41 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.52 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.62 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.72 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.82 (s), x: -2.00 (m), y: 3.15 (m)
Time: 62.92 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.02 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.12 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.22 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.32 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.42 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.52 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.62 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.73 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.83 (s), x: -2.00 (m), y: 3.15 (m)
Time: 63.93 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.03 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.13 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.23 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.33 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.43 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.54 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.64 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.74 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.84 (s), x: -2.00 (m), y: 3.15 (m)
Time: 64.94 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.04 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.14 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.24 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.35 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.45 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.55 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.65 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.75 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.85 (s), x: -2.00 (m), y: 3.15 (m)
Time: 65.96 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.06 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.16 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.26 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.36 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.46 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.56 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.66 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.77 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.87 (s), x: -2.00 (m), y: 3.15 (m)
Time: 66.97 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.07 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.17 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.27 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.37 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.47 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.57 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.68 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.78 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.88 (s), x: -2.00 (m), y: 3.15 (m)
Time: 67.98 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.08 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.18 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.28 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.39 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.49 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.59 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.69 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.79 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.89 (s), x: -2.00 (m), y: 3.15 (m)
Time: 68.99 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.09 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.19 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.29 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.40 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.50 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.60 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.70 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.80 (s), x: -2.00 (m), y: 3.15 (m)
Time: 69.90 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.00 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.10 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.21 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.31 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.41 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.51 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.61 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.71 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.81 (s), x: -2.00 (m), y: 3.15 (m)
Time: 70.91 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.02 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.12 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.22 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.32 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.42 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.52 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.62 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.72 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.83 (s), x: -2.00 (m), y: 3.15 (m)
Time: 71.93 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.03 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.13 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.23 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.33 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.43 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.53 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.63 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.73 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.84 (s), x: -2.00 (m), y: 3.15 (m)
Time: 72.94 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.04 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.14 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.24 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.34 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.44 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.54 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.64 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.74 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.85 (s), x: -2.00 (m), y: 3.15 (m)
Time: 73.95 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.05 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.15 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.25 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.35 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.45 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.55 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.65 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.76 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.86 (s), x: -2.00 (m), y: 3.15 (m)
Time: 74.96 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.06 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.16 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.26 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.36 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.46 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.56 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.67 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.77 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.87 (s), x: -2.00 (m), y: 3.15 (m)
Time: 75.97 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.07 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.17 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.27 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.37 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.48 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.58 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.68 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.78 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.88 (s), x: -2.00 (m), y: 3.15 (m)
Time: 76.98 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.08 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.18 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.29 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.39 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.49 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.59 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.69 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.79 (s), x: -2.00 (m), y: 3.15 (m)
Time: 77.90 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.00 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.10 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.20 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.30 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.40 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.50 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.60 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.71 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.81 (s), x: -2.00 (m), y: 3.15 (m)
Time: 78.91 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.01 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.21 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.31 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.42 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.52 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.62 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.72 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.82 (s), x: -2.00 (m), y: 3.15 (m)
Time: 79.92 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.02 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.12 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.23 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.33 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.43 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.53 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.63 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.73 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.83 (s), x: -2.00 (m), y: 3.15 (m)
Time: 80.93 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.04 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.14 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.24 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.34 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.44 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.54 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.64 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.74 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.85 (s), x: -2.00 (m), y: 3.15 (m)
Time: 81.95 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.05 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.15 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.25 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.35 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.45 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.55 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.65 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.76 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.86 (s), x: -2.00 (m), y: 3.15 (m)
Time: 82.96 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.06 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.16 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.26 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.36 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.47 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.57 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.67 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.77 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.87 (s), x: -2.00 (m), y: 3.15 (m)
Time: 83.97 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.07 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.17 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.27 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.38 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.48 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.58 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.68 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.78 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.88 (s), x: -2.00 (m), y: 3.15 (m)
Time: 84.98 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.08 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.19 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.29 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.39 (s), x: -2.00 (m), y: 3.15 (m)
Time: 85.49 (s), x: -2.00 (m), y: 3.15 (m)
