🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w69.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_69.world <<<<<<<<<<<<<<<<<<
[WARN] [1749863080.018393, 0.000000]: wait_for_service(/gazebo/get_model_state): failed to contact, will keep trying
[INFO] [1749863085.160918, 0.143000]: wait_for_service(/gazebo/get_model_state): finally were able to contact [rosrpc://turan-TULPAR-T5-V20-3:47275]
Time: 0.01 (s), x: -1.97 (m), y: 3.10 (m)
Time: 0.11 (s), x: -1.93 (m), y: 3.11 (m)
Time: 0.21 (s), x: -1.89 (m), y: 3.12 (m)
Time: 43.03 (s), x: -1.35 (m), y: 3.43 (m)
Time: 43.13 (s), x: -1.36 (m), y: 3.45 (m)
Time: 43.23 (s), x: -1.38 (m), y: 3.46 (m)
Time: 43.34 (s), x: -1.40 (m), y: 3.46 (m)
Time: 43.44 (s), x: -1.42 (m), y: 3.44 (m)
Time: 43.55 (s), x: -1.42 (m), y: 3.43 (m)
Time: 43.65 (s), x: -1.42 (m), y: 3.41 (m)
Time: 43.75 (s), x: -1.41 (m), y: 3.39 (m)
Time: 43.85 (s), x: -1.39 (m), y: 3.38 (m)
Time: 43.95 (s), x: -1.37 (m), y: 3.39 (m)
Time: 44.06 (s), x: -1.35 (m), y: 3.40 (m)
Time: 44.16 (s), x: -1.35 (m), y: 3.42 (m)
Time: 44.27 (s), x: -1.36 (m), y: 3.44 (m)
Time: 44.37 (s), x: -1.37 (m), y: 3.45 (m)
Time: 44.47 (s), x: -1.39 (m), y: 3.47 (m)
Time: 44.57 (s), x: -1.39 (m), y: 3.49 (m)
Time: 44.67 (s), x: -1.39 (m), y: 3.52 (m)
Time: 44.77 (s), x: -1.38 (m), y: 3.55 (m)
Time: 44.88 (s), x: -1.38 (m), y: 3.57 (m)
Time: 44.98 (s), x: -1.37 (m), y: 3.58 (m)
Time: 45.08 (s), x: -1.35 (m), y: 3.60 (m)
Time: 45.19 (s), x: -1.34 (m), y: 3.62 (m)
Time: 45.29 (s), x: -1.34 (m), y: 3.62 (m)
Time: 45.39 (s), x: -1.34 (m), y: 3.62 (m)
Time: 45.49 (s), x: -1.34 (m), y: 3.62 (m)
Time: 45.59 (s), x: -1.34 (m), y: 3.61 (m)
Time: 45.70 (s), x: -1.35 (m), y: 3.61 (m)
Time: 45.80 (s), x: -1.36 (m), y: 3.61 (m)
Time: 45.90 (s), x: -1.38 (m), y: 3.61 (m)
Time: 46.00 (s), x: -1.39 (m), y: 3.61 (m)
Time: 46.10 (s), x: -1.41 (m), y: 3.62 (m)
Time: 46.20 (s), x: -1.41 (m), y: 3.63 (m)
Time: 46.30 (s), x: -1.42 (m), y: 3.66 (m)
Time: 46.41 (s), x: -1.42 (m), y: 3.68 (m)
Time: 46.51 (s), x: -1.42 (m), y: 3.70 (m)
Time: 46.61 (s), x: -1.40 (m), y: 3.71 (m)
Time: 46.71 (s), x: -1.38 (m), y: 3.71 (m)
Time: 46.81 (s), x: -1.35 (m), y: 3.73 (m)
Time: 46.91 (s), x: -1.31 (m), y: 3.74 (m)
Time: 47.02 (s), x: -1.29 (m), y: 3.73 (m)
Time: 47.12 (s), x: -1.28 (m), y: 3.72 (m)
Time: 47.22 (s), x: -1.28 (m), y: 3.71 (m)
Time: 47.33 (s), x: -1.29 (m), y: 3.70 (m)
Time: 47.43 (s), x: -1.30 (m), y: 3.69 (m)
Time: 47.53 (s), x: -1.30 (m), y: 3.68 (m)
Time: 47.63 (s), x: -1.31 (m), y: 3.67 (m)
Time: 47.73 (s), x: -1.31 (m), y: 3.66 (m)
Time: 47.84 (s), x: -1.30 (m), y: 3.65 (m)
Time: 47.95 (s), x: -1.30 (m), y: 3.65 (m)
Time: 48.05 (s), x: -1.30 (m), y: 3.64 (m)
Time: 48.15 (s), x: -1.32 (m), y: 3.64 (m)
Time: 48.25 (s), x: -1.33 (m), y: 3.65 (m)
Time: 48.35 (s), x: -1.33 (m), y: 3.67 (m)
Time: 48.45 (s), x: -1.32 (m), y: 3.69 (m)
Time: 48.56 (s), x: -1.31 (m), y: 3.72 (m)
Time: 48.66 (s), x: -1.31 (m), y: 3.73 (m)
Time: 48.77 (s), x: -1.32 (m), y: 3.75 (m)
Time: 48.87 (s), x: -1.33 (m), y: 3.76 (m)
Time: 48.97 (s), x: -1.35 (m), y: 3.78 (m)
Time: 49.07 (s), x: -1.37 (m), y: 3.79 (m)
Time: 49.17 (s), x: -1.40 (m), y: 3.80 (m)
Time: 49.27 (s), x: -1.40 (m), y: 3.82 (m)
Time: 49.37 (s), x: -1.40 (m), y: 3.84 (m)
Time: 49.47 (s), x: -1.41 (m), y: 3.85 (m)
Time: 49.58 (s), x: -1.41 (m), y: 3.85 (m)
Time: 49.68 (s), x: -1.40 (m), y: 3.84 (m)
Time: 49.78 (s), x: -1.38 (m), y: 3.84 (m)
Time: 49.88 (s), x: -1.38 (m), y: 3.84 (m)
Time: 49.98 (s), x: -1.38 (m), y: 3.82 (m)
Time: 50.09 (s), x: -1.38 (m), y: 3.80 (m)
Time: 50.19 (s), x: -1.39 (m), y: 3.78 (m)
Time: 50.29 (s), x: -1.39 (m), y: 3.76 (m)
Time: 50.39 (s), x: -1.41 (m), y: 3.76 (m)
Time: 50.49 (s), x: -1.43 (m), y: 3.75 (m)
Time: 50.59 (s), x: -1.46 (m), y: 3.76 (m)
Time: 50.69 (s), x: -1.48 (m), y: 3.76 (m)
Time: 50.79 (s), x: -1.49 (m), y: 3.74 (m)
Time: 50.90 (s), x: -1.50 (m), y: 3.74 (m)
Time: 51.00 (s), x: -1.50 (m), y: 3.74 (m)
Time: 51.10 (s), x: -1.49 (m), y: 3.72 (m)
Time: 51.20 (s), x: -1.49 (m), y: 3.70 (m)
Time: 51.30 (s), x: -1.49 (m), y: 3.70 (m)
Time: 51.40 (s), x: -1.49 (m), y: 3.70 (m)
Time: 51.50 (s), x: -1.49 (m), y: 3.70 (m)
Time: 51.60 (s), x: -1.49 (m), y: 3.70 (m)
Time: 51.70 (s), x: -1.50 (m), y: 3.71 (m)
Time: 51.80 (s), x: -1.50 (m), y: 3.72 (m)
Time: 51.91 (s), x: -1.51 (m), y: 3.72 (m)
Time: 52.01 (s), x: -1.53 (m), y: 3.71 (m)
Time: 52.11 (s), x: -1.54 (m), y: 3.70 (m)
Time: 52.21 (s), x: -1.54 (m), y: 3.70 (m)
Time: 52.31 (s), x: -1.54 (m), y: 3.68 (m)
Time: 52.41 (s), x: -1.53 (m), y: 3.66 (m)
Time: 52.51 (s), x: -1.52 (m), y: 3.65 (m)
Time: 52.61 (s), x: -1.51 (m), y: 3.66 (m)
Time: 52.71 (s), x: -1.49 (m), y: 3.66 (m)
Time: 52.81 (s), x: -1.48 (m), y: 3.66 (m)
Time: 52.91 (s), x: -1.47 (m), y: 3.68 (m)
Time: 53.01 (s), x: -1.47 (m), y: 3.70 (m)
Time: 53.11 (s), x: -1.48 (m), y: 3.71 (m)
Time: 53.21 (s), x: -1.49 (m), y: 3.72 (m)
Time: 53.31 (s), x: -1.51 (m), y: 3.72 (m)
Time: 53.41 (s), x: -1.53 (m), y: 3.72 (m)
Time: 53.51 (s), x: -1.53 (m), y: 3.72 (m)
Time: 53.61 (s), x: -1.54 (m), y: 3.70 (m)
Time: 53.72 (s), x: -1.54 (m), y: 3.68 (m)
Time: 53.83 (s), x: -1.54 (m), y: 3.67 (m)
Time: 53.93 (s), x: -1.53 (m), y: 3.66 (m)
Time: 54.03 (s), x: -1.51 (m), y: 3.65 (m)
Time: 54.13 (s), x: -1.49 (m), y: 3.64 (m)
Time: 54.23 (s), x: -1.49 (m), y: 3.65 (m)
Time: 54.34 (s), x: -1.48 (m), y: 3.66 (m)
Time: 54.44 (s), x: -1.48 (m), y: 3.67 (m)
Time: 54.54 (s), x: -1.50 (m), y: 3.68 (m)
Time: 54.64 (s), x: -1.51 (m), y: 3.68 (m)
Time: 54.75 (s), x: -1.51 (m), y: 3.69 (m)
Time: 54.85 (s), x: -1.50 (m), y: 3.71 (m)
Time: 54.95 (s), x: -1.51 (m), y: 3.71 (m)
Time: 55.06 (s), x: -1.53 (m), y: 3.70 (m)
Time: 55.16 (s), x: -1.55 (m), y: 3.67 (m)
Time: 55.27 (s), x: -1.55 (m), y: 3.65 (m)
Time: 55.37 (s), x: -1.54 (m), y: 3.64 (m)
Time: 55.47 (s), x: -1.54 (m), y: 3.62 (m)
Time: 55.57 (s), x: -1.54 (m), y: 3.61 (m)
Time: 55.67 (s), x: -1.56 (m), y: 3.60 (m)
Time: 55.77 (s), x: -1.61 (m), y: 3.60 (m)
Time: 55.88 (s), x: -1.68 (m), y: 3.64 (m)
Time: 55.98 (s), x: -1.78 (m), y: 3.69 (m)
Time: 56.09 (s), x: -1.92 (m), y: 3.75 (m)
Time: 56.19 (s), x: -2.06 (m), y: 3.82 (m)
Time: 56.29 (s), x: -2.23 (m), y: 3.90 (m)
Time: 56.40 (s), x: -2.38 (m), y: 3.98 (m)
Time: 56.50 (s), x: -2.53 (m), y: 4.06 (m)
Time: 56.60 (s), x: -2.66 (m), y: 4.14 (m)
Time: 56.70 (s), x: -2.79 (m), y: 4.21 (m)
Time: 56.81 (s), x: -2.92 (m), y: 4.28 (m)
Time: 56.91 (s), x: -3.03 (m), y: 4.35 (m)
Time: 57.02 (s), x: -3.14 (m), y: 4.42 (m)
Time: 57.12 (s), x: -3.23 (m), y: 4.48 (m)
Time: 57.22 (s), x: -3.31 (m), y: 4.53 (m)
Time: 57.32 (s), x: -3.39 (m), y: 4.58 (m)
Time: 57.42 (s), x: -3.45 (m), y: 4.62 (m)
Time: 57.53 (s), x: -3.51 (m), y: 4.66 (m)
Time: 57.63 (s), x: -3.57 (m), y: 4.70 (m)
Time: 57.73 (s), x: -3.62 (m), y: 4.73 (m)
Time: 57.83 (s), x: -3.66 (m), y: 4.76 (m)
Time: 57.93 (s), x: -3.69 (m), y: 4.78 (m)
Time: 58.03 (s), x: -3.73 (m), y: 4.81 (m)
Time: 58.13 (s), x: -3.76 (m), y: 4.83 (m)
Time: 58.24 (s), x: -3.79 (m), y: 4.85 (m)
Time: 58.34 (s), x: -3.82 (m), y: 4.88 (m)
Time: 58.45 (s), x: -3.86 (m), y: 4.91 (m)
Time: 58.55 (s), x: -3.89 (m), y: 4.93 (m)
Time: 58.65 (s), x: -3.91 (m), y: 4.94 (m)
Time: 58.76 (s), x: -3.91 (m), y: 4.94 (m)
Time: 58.86 (s), x: -3.91 (m), y: 4.94 (m)
Time: 58.96 (s), x: -3.91 (m), y: 4.95 (m)
Time: 59.06 (s), x: -3.92 (m), y: 4.95 (m)
Time: 59.16 (s), x: -3.92 (m), y: 4.95 (m)
Time: 59.27 (s), x: -3.92 (m), y: 4.95 (m)
Time: 59.37 (s), x: -3.92 (m), y: 4.95 (m)
Time: 59.47 (s), x: -3.92 (m), y: 4.95 (m)
Time: 59.58 (s), x: -3.92 (m), y: 4.96 (m)
Time: 59.68 (s), x: -3.92 (m), y: 4.96 (m)
Time: 59.78 (s), x: -3.92 (m), y: 4.96 (m)
Time: 59.88 (s), x: -3.92 (m), y: 4.96 (m)
Time: 59.98 (s), x: -3.92 (m), y: 4.96 (m)
Time: 60.08 (s), x: -3.92 (m), y: 4.96 (m)
Time: 60.18 (s), x: -3.91 (m), y: 4.95 (m)
Time: 60.29 (s), x: -3.91 (m), y: 4.93 (m)
Time: 60.39 (s), x: -3.91 (m), y: 4.91 (m)
Time: 60.49 (s), x: -3.91 (m), y: 4.89 (m)
Time: 60.59 (s), x: -3.91 (m), y: 4.86 (m)
Time: 60.70 (s), x: -3.90 (m), y: 4.84 (m)
Time: 60.80 (s), x: -3.90 (m), y: 4.83 (m)
Time: 60.90 (s), x: -3.89 (m), y: 4.84 (m)
Time: 61.01 (s), x: -3.90 (m), y: 4.85 (m)
Time: 61.11 (s), x: -3.91 (m), y: 4.85 (m)
Time: 61.21 (s), x: -3.92 (m), y: 4.86 (m)
Time: 61.32 (s), x: -3.94 (m), y: 4.87 (m)
Time: 61.42 (s), x: -3.96 (m), y: 4.89 (m)
Time: 61.52 (s), x: -3.96 (m), y: 4.91 (m)
Time: 61.62 (s), x: -3.95 (m), y: 4.93 (m)
Time: 61.72 (s), x: -3.93 (m), y: 4.94 (m)
Time: 61.83 (s), x: -3.91 (m), y: 4.96 (m)
Time: 61.93 (s), x: -3.92 (m), y: 4.98 (m)
Time: 62.03 (s), x: -3.93 (m), y: 5.02 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 62.0330 (s)
Navigation metric: 0.0000
