🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w300.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with DynaBARN/world_0.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: 10.95 (m), y: 0.09 (m)
Time: 0.11 (s), x: 10.93 (m), y: 0.10 (m)
Time: 0.22 (s), x: 10.92 (m), y: 0.11 (m)
Time: 43.84 (s), x: 11.01 (m), y: 0.02 (m)
Time: 43.94 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.05 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.15 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.25 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.35 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.45 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.56 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.66 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.76 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.86 (s), x: 11.01 (m), y: 0.02 (m)
Time: 44.97 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.07 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.17 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.27 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.37 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.48 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.58 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.68 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.78 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.89 (s), x: 11.01 (m), y: 0.02 (m)
Time: 45.99 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.09 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.19 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.29 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.40 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.50 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.60 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.70 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.81 (s), x: 11.01 (m), y: 0.02 (m)
Time: 46.91 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.01 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.11 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.21 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.31 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.42 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.52 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.62 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.72 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.83 (s), x: 11.01 (m), y: 0.02 (m)
Time: 47.93 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.03 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.13 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.23 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.34 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.44 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.54 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.64 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.75 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.85 (s), x: 11.01 (m), y: 0.02 (m)
Time: 48.95 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.05 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.15 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.26 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.36 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.46 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.56 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.67 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.77 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.87 (s), x: 11.01 (m), y: 0.02 (m)
Time: 49.97 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.07 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.18 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.28 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.38 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.48 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.58 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.69 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.79 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.89 (s), x: 11.01 (m), y: 0.02 (m)
Time: 50.99 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.09 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.20 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.30 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.40 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.50 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.61 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.71 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.81 (s), x: 11.01 (m), y: 0.02 (m)
Time: 51.91 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.01 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.12 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.22 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.32 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.42 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.53 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.63 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.73 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.83 (s), x: 11.01 (m), y: 0.02 (m)
Time: 52.93 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.04 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.14 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.24 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.34 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.44 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.55 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.65 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.75 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.85 (s), x: 11.01 (m), y: 0.02 (m)
Time: 53.95 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.06 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.16 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.26 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.36 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.47 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.57 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.67 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.77 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.87 (s), x: 11.01 (m), y: 0.02 (m)
Time: 54.98 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.08 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.18 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.28 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.38 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.48 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.59 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.69 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.79 (s), x: 11.01 (m), y: 0.02 (m)
Time: 55.90 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.00 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.10 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.20 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.30 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.41 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.51 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.61 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.71 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.81 (s), x: 11.01 (m), y: 0.02 (m)
Time: 56.92 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.02 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.12 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.22 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.32 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.43 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.53 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.63 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.73 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.83 (s), x: 11.01 (m), y: 0.02 (m)
Time: 57.94 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.04 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.14 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.24 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.34 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.45 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.55 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.65 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.75 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.86 (s), x: 11.01 (m), y: 0.02 (m)
Time: 58.96 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.06 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.16 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.26 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.37 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.47 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.57 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.67 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.77 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.88 (s), x: 11.01 (m), y: 0.02 (m)
Time: 59.98 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.08 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.18 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.28 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.39 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.49 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.59 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.69 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.80 (s), x: 11.01 (m), y: 0.02 (m)
Time: 60.90 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.00 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.10 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.20 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.31 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.41 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.51 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.61 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.72 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.82 (s), x: 11.01 (m), y: 0.02 (m)
Time: 61.92 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.02 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.12 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.23 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.33 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.43 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.53 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.63 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.74 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.84 (s), x: 11.01 (m), y: 0.02 (m)
Time: 62.94 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.04 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.15 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.25 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.35 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.45 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.55 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.66 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.76 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.86 (s), x: 11.01 (m), y: 0.02 (m)
Time: 63.96 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.06 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.17 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.27 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.37 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.47 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.58 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.68 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.78 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.88 (s), x: 11.01 (m), y: 0.02 (m)
Time: 64.98 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.09 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.19 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.29 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.39 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.49 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.60 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.70 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.80 (s), x: 11.01 (m), y: 0.02 (m)
Time: 65.90 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.01 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.11 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.21 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.31 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.41 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.52 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.62 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.72 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.82 (s), x: 11.01 (m), y: 0.02 (m)
Time: 66.92 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.03 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.13 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.23 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.33 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.44 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.54 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.64 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.74 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.84 (s), x: 11.01 (m), y: 0.02 (m)
Time: 67.95 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.05 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.15 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.25 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.35 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.46 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.56 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.66 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.76 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.87 (s), x: 11.01 (m), y: 0.02 (m)
Time: 68.97 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.07 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.17 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.27 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.38 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.48 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.58 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.68 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.78 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.89 (s), x: 11.01 (m), y: 0.02 (m)
Time: 69.99 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.09 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.19 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.30 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.40 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.50 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.60 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.70 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.81 (s), x: 11.01 (m), y: 0.02 (m)
Time: 70.91 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.01 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.11 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.21 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.32 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.42 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.52 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.62 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.73 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.83 (s), x: 11.01 (m), y: 0.02 (m)
Time: 71.93 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.03 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.13 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.24 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.34 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.44 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.54 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.64 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.75 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.85 (s), x: 11.01 (m), y: 0.02 (m)
Time: 72.95 (s), x: 11.01 (m), y: 0.02 (m)
Time: 73.05 (s), x: 11.01 (m), y: 0.02 (m)
Time: 73.16 (s), x: 11.01 (m), y: 0.02 (m)
Time: 73.26 (s), x: 11.01 (m), y: 0.02 (m)
Time: 73.36 (s), x: 11.01 (m), y: 0.02 (m)
Time: 73.46 (s), x: 11.01 (m), y: 0.02 (m)
Time: 73.56 (s), x: 11.01 (m), y: 0.02 (m)
Time: 73.67 (s), x: 11.00 (m), y: 0.02 (m)
Time: 73.77 (s), x: 11.00 (m), y: 0.02 (m)
Time: 73.87 (s), x: 11.00 (m), y: 0.02 (m)
Time: 73.97 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.08 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.18 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.28 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.38 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.49 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.59 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.70 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.80 (s), x: 11.00 (m), y: 0.02 (m)
Time: 74.90 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.00 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.10 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.21 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.31 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.41 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.51 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.62 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.72 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.82 (s), x: 11.00 (m), y: 0.02 (m)
Time: 75.92 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.03 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.13 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.23 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.33 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.44 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.54 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.64 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.74 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.84 (s), x: 11.00 (m), y: 0.02 (m)
Time: 76.95 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.05 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.15 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.25 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.35 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.46 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.56 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.66 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.76 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.87 (s), x: 11.00 (m), y: 0.02 (m)
Time: 77.97 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.07 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.17 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.27 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.38 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.48 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.58 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.68 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.79 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.89 (s), x: 11.00 (m), y: 0.02 (m)
Time: 78.99 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.09 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.19 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.30 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.40 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.50 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.60 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.70 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.81 (s), x: 11.00 (m), y: 0.02 (m)
Time: 79.91 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.01 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.11 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.22 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.32 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.42 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.52 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.62 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.73 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.83 (s), x: 11.00 (m), y: 0.02 (m)
Time: 80.93 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.03 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.14 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.24 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.34 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.44 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.55 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.65 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.75 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.85 (s), x: 11.00 (m), y: 0.02 (m)
Time: 81.95 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.06 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.16 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.26 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.36 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.46 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.57 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.67 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.77 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.87 (s), x: 11.00 (m), y: 0.02 (m)
Time: 82.98 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.08 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.18 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.28 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.38 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.48 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.59 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.69 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.79 (s), x: 11.00 (m), y: 0.02 (m)
Time: 83.89 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.00 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.10 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.20 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.30 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.40 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.51 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.61 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.71 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.81 (s), x: 11.00 (m), y: 0.02 (m)
Time: 84.92 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.02 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.12 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.22 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.32 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.43 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.53 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.63 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.73 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.84 (s), x: 11.00 (m), y: 0.02 (m)
Time: 85.94 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.04 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.14 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.24 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.35 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.45 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.55 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.65 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.75 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.86 (s), x: 11.00 (m), y: 0.02 (m)
Time: 86.96 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.06 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.16 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.27 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.37 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.47 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.57 (s), x: 11.00 (m), y: 0.02 (m)
Time: 87.67 (s), x: 11.00 (m), y: 0.02 (m)
