🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w300.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with DynaBARN/world_0.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: 10.93 (m), y: 0.08 (m)
Time: 0.11 (s), x: 10.90 (m), y: 0.08 (m)
Time: 0.22 (s), x: 10.88 (m), y: 0.07 (m)
Time: 44.37 (s), x: 11.02 (m), y: 0.08 (m)
Time: 44.48 (s), x: 11.02 (m), y: 0.08 (m)
Time: 44.58 (s), x: 11.02 (m), y: 0.08 (m)
Time: 44.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 44.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 44.89 (s), x: 11.02 (m), y: 0.08 (m)
Time: 44.99 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.20 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.30 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.40 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.61 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.71 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.81 (s), x: 11.02 (m), y: 0.08 (m)
Time: 45.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.02 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.12 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.33 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.43 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.53 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.63 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.74 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.84 (s), x: 11.02 (m), y: 0.08 (m)
Time: 46.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.05 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.15 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.25 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.36 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.46 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.56 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.67 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.77 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.87 (s), x: 11.02 (m), y: 0.08 (m)
Time: 47.97 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.08 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.18 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.28 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.39 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.49 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.59 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.69 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.80 (s), x: 11.02 (m), y: 0.08 (m)
Time: 48.90 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.00 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.11 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.21 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.31 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.41 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.52 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.62 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.72 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.82 (s), x: 11.02 (m), y: 0.08 (m)
Time: 49.93 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.03 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.13 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.23 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.34 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.44 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.54 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.65 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.75 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.85 (s), x: 11.02 (m), y: 0.08 (m)
Time: 50.95 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.06 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.16 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.26 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.37 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.47 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.57 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.67 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.88 (s), x: 11.02 (m), y: 0.08 (m)
Time: 51.98 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.08 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.29 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.39 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.60 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.70 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.80 (s), x: 11.02 (m), y: 0.08 (m)
Time: 52.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.01 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.11 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.21 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.32 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.42 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.52 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.62 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.73 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.83 (s), x: 11.02 (m), y: 0.08 (m)
Time: 53.93 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.03 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.14 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.24 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.34 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.44 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.55 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.65 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.75 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.86 (s), x: 11.02 (m), y: 0.08 (m)
Time: 54.96 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.06 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.16 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.27 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.37 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.47 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.57 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.88 (s), x: 11.02 (m), y: 0.08 (m)
Time: 55.98 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.29 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.39 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.60 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.70 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.80 (s), x: 11.02 (m), y: 0.08 (m)
Time: 56.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.01 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.11 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.21 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.32 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.42 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.52 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.62 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.73 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.83 (s), x: 11.02 (m), y: 0.08 (m)
Time: 57.93 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.04 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.14 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.24 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.34 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.45 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.55 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.65 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.76 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.86 (s), x: 11.02 (m), y: 0.08 (m)
Time: 58.96 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.07 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.17 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.27 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.37 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.47 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.58 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.89 (s), x: 11.02 (m), y: 0.08 (m)
Time: 59.99 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.30 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.40 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.60 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.70 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.81 (s), x: 11.02 (m), y: 0.08 (m)
Time: 60.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.01 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.12 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.32 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.42 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.53 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.63 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.73 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.83 (s), x: 11.02 (m), y: 0.08 (m)
Time: 61.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.04 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.14 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.24 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.35 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.45 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.55 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.65 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.76 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.86 (s), x: 11.02 (m), y: 0.08 (m)
Time: 62.96 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.06 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.17 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.27 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.37 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.48 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.58 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.79 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.89 (s), x: 11.02 (m), y: 0.08 (m)
Time: 63.99 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.20 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.30 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.40 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.61 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.71 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.81 (s), x: 11.02 (m), y: 0.08 (m)
Time: 64.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.02 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.12 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.33 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.43 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.53 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.64 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.74 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.84 (s), x: 11.02 (m), y: 0.08 (m)
Time: 65.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.05 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.15 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.25 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.36 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.46 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.56 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.66 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.77 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.87 (s), x: 11.02 (m), y: 0.08 (m)
Time: 66.97 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.08 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.18 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.28 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.38 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.49 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.59 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.69 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.79 (s), x: 11.02 (m), y: 0.08 (m)
Time: 67.90 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.00 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.10 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.21 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.31 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.41 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.51 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.62 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.72 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.82 (s), x: 11.02 (m), y: 0.08 (m)
Time: 68.92 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.03 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.13 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.23 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.34 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.44 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.54 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.64 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.75 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.85 (s), x: 11.02 (m), y: 0.08 (m)
Time: 69.95 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.06 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.16 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.26 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.36 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.47 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.57 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.67 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.88 (s), x: 11.02 (m), y: 0.08 (m)
Time: 70.98 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.08 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.29 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.39 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.60 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.70 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.80 (s), x: 11.02 (m), y: 0.08 (m)
Time: 71.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.01 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.11 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.32 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.42 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.52 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.63 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.73 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.83 (s), x: 11.02 (m), y: 0.08 (m)
Time: 72.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.04 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.14 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.24 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.35 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.45 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.55 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.66 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.76 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.86 (s), x: 11.02 (m), y: 0.08 (m)
Time: 73.96 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.07 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.17 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.27 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.38 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.48 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.58 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.89 (s), x: 11.02 (m), y: 0.08 (m)
Time: 74.99 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.30 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.40 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.61 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.71 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.81 (s), x: 11.02 (m), y: 0.08 (m)
Time: 75.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.02 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.12 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.33 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.43 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.53 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.63 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.74 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.84 (s), x: 11.02 (m), y: 0.08 (m)
Time: 76.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.05 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.15 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.25 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.35 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.46 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.56 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.66 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.77 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.87 (s), x: 11.02 (m), y: 0.08 (m)
Time: 77.97 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.07 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.18 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.28 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.38 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.48 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.59 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.69 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.79 (s), x: 11.02 (m), y: 0.08 (m)
Time: 78.90 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.00 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.10 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.20 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.31 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.41 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.51 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.62 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.72 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.82 (s), x: 11.02 (m), y: 0.08 (m)
Time: 79.92 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.03 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.13 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.23 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.34 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.44 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.54 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.64 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.75 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.85 (s), x: 11.02 (m), y: 0.08 (m)
Time: 80.95 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.06 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.16 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.26 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.36 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.47 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.57 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.67 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.77 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.88 (s), x: 11.02 (m), y: 0.08 (m)
Time: 81.98 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.08 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.29 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.39 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.49 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.60 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.70 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.80 (s), x: 11.02 (m), y: 0.08 (m)
Time: 82.90 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.01 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.11 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.21 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.31 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.42 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.52 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.62 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.73 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.83 (s), x: 11.02 (m), y: 0.08 (m)
Time: 83.93 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.03 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.14 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.24 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.34 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.44 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.55 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.65 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.75 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.85 (s), x: 11.02 (m), y: 0.08 (m)
Time: 84.96 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.06 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.16 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.27 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.37 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.47 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.57 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.68 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.78 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.88 (s), x: 11.02 (m), y: 0.08 (m)
Time: 85.98 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.09 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.19 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.29 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.39 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.50 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.60 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.70 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.81 (s), x: 11.02 (m), y: 0.08 (m)
Time: 86.91 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.01 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.11 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.22 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.32 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.42 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.53 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.63 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.73 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.83 (s), x: 11.02 (m), y: 0.08 (m)
Time: 87.94 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.04 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.14 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.25 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.35 (s), x: 11.02 (m), y: 0.08 (m)
Time: 88.45 (s), x: 11.02 (m), y: 0.08 (m)
